"held","common","latin","hue","visual","water","aspect","soil","prune","source","peak","order","bench","root","trade","retail","margin","type","shrink","returnRisk","pots","cvs","hardiness","resilience","uses","size","pest","seasonalImpact","growthSpeed","pestRisk","thirst","careLevel","sunNeed","sunMin","toxicity","compliance","hardinessNote","foliage","rootSize","stockForm","pollination","clay"
"1","Flowering Currant 'King Edward VII'","Ribes sanguineum 'King Edward VII'","350","Hanging crimson-red flower clusters in early spring · aromatic lobed leaves","Water while young; copes with dry spells after","South / West","Chalk, clay, loam or sand; Leaves smell pungent when handled","Take older stems out at ground level after flowering","","Mar-Apr","","","","","","","","","","","King Edward VII","H6","tough and adaptable · one of the most reliable early shrubs","early pollinators · mixed hedges · shrub borders","1.5-2.5m H × 1-1.5m W","","","13","8","8","5","95","70","","","Very hardy throughout the UK.","deciduous","","","",""
"1","Calico Bush 'Ostbo Red'","Kalmia latifolia 'Ostbo Red'","345","Angular red buds open to patterned pink cups · stamens spring at a bee's touch","Even moisture; rainwater where the tap runs hard","Any aspect","Humus-rich, acidic; Strictly lime-hating — no chalk","Little needed · deadhead or lightly shape after flowering","","May-Jun","","","","","","","","","","","Ostbo Red","H5","hardy and long-lived but slow · all parts highly poisonous","ericaceous borders · woodland gardens · containers","1.5-2.5m H × 1.5-2.5m W","","","4","6","14","10","50","25","All parts are highly poisonous if eaten and can be dangerous to people, pets and livestock.","","Hardy in most UK gardens provided roots are healthy and the plant is not exposed to severe drying winds.","evergreen","","","",""
"1","Witch Alder","Fothergilla major","20","White bottlebrush spikes on bare spring branches · yellow, orange and red autumn","Keep consistently damp while establishing","Any aspect","Humus-rich, acid-neutral; Avoid chalk and prolonged drought","Minimal · remove damaged branches after flowering","","Apr-Nov","","","","","","","","","","","","H5","healthy and long-lived in acid ground · naturally slow","autumn colour · ericaceous borders · woodland edge","1.5-2.5m H × 1.5-2.5m W","","","5","5","14","7","65","35","","","Hardy throughout most of the UK.","deciduous","","","",""
"1","Himalayan Birch 'Doorenbos'","Betula utilis subsp. jacquemontii 'Doorenbos'","35","Brilliant white peeling bark · yellow autumn leaves · early spring catkins","Water well while young and through long droughts","East / South / West","Fertile, moist, drained; Cut in late summer — it bleeds","Only when needed, in late summer or early autumn","","Nov-Mar","","","","","","","","","","","Doorenbos","H7","exceptionally hardy · young trees need reliable moisture","winter bark · multi-stems · avenues · contemporary gardens","12m+ H × 4-8m W","","","10","8","10","5","80","45","","","Exceptionally hardy and suitable throughout the UK.","deciduous","","","",""
"1","Tupelo 'Wisley Bonfire'","Nyssa sylvatica 'Wisley Bonfire'","5","Glossy green leaves igniting through orange and scarlet on a conical tree","Keep reliably damp while young and in dry summers","East / South / West","Humus-rich, acid-neutral; Lime intolerant — no chalk","Minimal · shape the framework while young","","Oct-Nov","","","","","","","","","","","Wisley Bonfire","H5","cold hardy and long-lived in acid soil · poor on chalk · male, no fruit","autumn specimen tree · lawns · waterside planting","12m+ H × 4-8m W","","","6","5","15","8","75","40","","","Hardy through most of the UK once established, provided soil and moisture requirements are met.","deciduous","","","",""
"1","Paperbark Maple","Acer griseum","20","Cinnamon bark peeling in translucent papery curls · orange-scarlet autumn leaves","Water regularly while young and in dry spells","East / South / West","Fertile, acid-neutral; Cut in late summer — it bleeds","Only when necessary, in late summer","","Oct-Mar","","","","","","","","","","","","H5","hardy and long-lived but slow — damage takes years to replace","winter bark · autumn colour · small gardens · specimens","8-12m H × 4-8m W","","","4","5","10","5","70","40","","","Hardy through most UK gardens.","deciduous","","","",""
"1","Crab Apple 'Evereste'","Malus 'Evereste'","25","White blossom from red-pink buds · yellow-orange fruit hanging into winter","Water regularly while young and in long droughts","South / West","Fertile, moist, drained; Avoid waterlogging and starved ground","Remove dead and crossing wood in winter · avoid hard cuts","","Apr-Nov","","","","","","","","","","","Evereste","H6","dependable · the usual apple scab, canker and aphid risks apply","small trees · blossom · winter fruit · apple pollination","4-8m H × 4-8m W","","","10","11","10","7","90","70","Crab apples can be cooked for jelly and preserves. As with other apples, avoid eating substantial quantities of crushed seeds.","","Very hardy throughout the UK.","deciduous","","","",""
"1","Golden Rain Tree","Koelreuteria paniculata","50","Big pinnate leaves · airy yellow summer panicles · inflated papery lanterns","Water while young; drought tolerant once rooted","South / West","Well-drained, any pH; Needs summer heat and shelter to flower","Minimal · build the framework while young","","Jul-Oct","","","","","","","","","","","","H5","heat, drought and urban tolerant once established","small specimen trees · urban gardens · dry planting","8-12m H × 4-8m W","","","9","5","7","6","100","85","","","Hardy through most of the UK but performs best with summer heat and shelter.","deciduous","","","",""
"1","Honey Locust 'Sunburst'","Gleditsia triacanthos f. inermis 'Sunburst'","70","Fern-like foliage emerging brilliant gold · airy canopy casting dappled shade","Water well while young; drought tolerant after","South / West","Most drained garden soils; Allow for a full-sized tree canopy","Minimal · establish a clear framework while young","","Apr-Nov","","","","","","","","","","","Sunburst","H6","urban, heat and soil tolerant · thornless form · gall midge possible","urban trees · light shade · lawn specimens · gold foliage","8-12m H × 8-12m W","","","12","7","8","6","95","80","","","Very hardy throughout the UK.","deciduous","","","",""
"1","Japanese Wisteria","Wisteria floribunda f. multijuga","270","Extraordinarily long hanging racemes of fragrant lilac-violet pea flowers","Water regularly, especially as buds form","South / West","Fertile, moist, drained; Needs a very strong permanent support","Summer: laterals to 5-6 leaves · February: those back to 2-3 buds","","May-Jun","","","","","","","","","","","","H6","vigorous and long-lived · seeds and pods are poisonous","pergolas · arches · large walls · trained climbers","4-8m+ H × 1.5-4m+ W","","","16","8","12","14","95","65","All parts are harmful if eaten, with the seeds and pods particularly poisonous.","","Very hardy once established, though spring flowers can be damaged by late frost.","deciduous","","","",""
"1","Persian Ivy 'Sulphur Heart'","Hedera colchica 'Sulphur Heart'","70","Very large leathery leaves splashed yellow and lime through the centre","Water while young; tolerant of dryness after","Any aspect","Most fertile drained soils; Keep it out of gutters and roofs","Trim at almost any time to hold it in its allotted space","","Jan-Dec","","","","","","","","","","","Sulphur Heart","H5","robust, shade and drought tolerant · harmful if eaten · sap irritates","wall cover · shade · screening · wildlife and late nectar","4-8m+ H × 2.5-4m+ W","","","16","9","8","8","45","15","Harmful if eaten and sap may cause skin irritation or allergic dermatitis. Also potentially harmful to pets.","","Hardy throughout most UK gardens.","evergreen","","","",""
"1","Chocolate Vine","Akebia quinata","330","Five-fingered leaves · maroon spring flowers scented of vanilla and chocolate","Water while young and through long droughts","East / South / West","Most fertile drained soils; Vigorous — give it real support","Prune after flowering to contain it · renovates well","","Mar-May","","","","","","","","","","","","H6","fast, vigorous and adaptable · ripe fruit pulp is edible","pergolas · fences · scented climbers · unusual fruit","8-12m H × 8m+ W","","","17","5","10","9","70","35","The soft pulp of fully ripe fruit is edible, though the plant is primarily ornamental and the seeds are not normally eaten.","","Very hardy in UK gardens, although foliage may be more deciduous in colder conditions.","semi-evergreen","","","",""
"1","Late Dutch Honeysuckle","Lonicera periclymenum 'Serotina'","330","Red-purple tubes opening creamy yellow · strongest scent at dusk · red berries","Keep evenly damp while young and in dry summers","Any aspect","Fertile, humus-rich; Keep the roots cool and never dry","Prune lightly after flowering · renovate old plants in late winter","","Jun-Sep","","","","","","","","","","","Serotina","H6","strong and hardy · mildew and aphids when dry · berries harmful","wildlife gardens · pergolas · fences · evening scent","4-8m H × 1-1.5m W","","","14","10","11","8","65","30","Berries are harmful if eaten.","","Very hardy throughout the UK.","deciduous","","","",""
"1","Cranesbill 'Rozanne'","Geranium Rozanne ('Gerwat')","245","Months of large violet-blue flowers with darker veins over a broad spreading mound","Water while young and through long droughts","East / South / West","Most drained garden soils; Rich ground or shade makes it sprawl","Shear sprawling growth back in summer for fresh leaves and flower","","Jun-Oct","","","","","","","","","","","Gerwat","H7","exceptionally long-flowering, hardy and low maintenance · sterile","ground cover · borders · containers · pollinators","0.5-1m H × 0.5-1m W","","","15","6","12","4","75","35","","","Exceptionally hardy throughout the UK.","deciduous","","","",""
"1","Catmint 'Walker's Low'","Nepeta racemosa 'Walker’s Low'","255","Aromatic grey-green mound carrying masses of blue-violet flowers for months","Water while young; drought tolerant once rooted","South / West","Well-drained chalk or loam; Rich wet ground makes it flop","Cut back after the first flush for a second round of flower","","May-Sep","","","","","","","","","","","Walker’s Low","H7","hardy, drought tolerant and very easy · a magnet for pollinators","pollinator borders · path edging · gravel · with roses","0.5-1m H × 0.5-1m W","","","14","4","6","4","95","70","","","Exceptionally hardy throughout the UK.","deciduous","","","",""
